repository,representative_commit,file,line,text,commit_occurrences,platform,core,revision,offset,read_width,moment,power_clock,locks,reset_init_order,read_side_effects,source_kind,confidence
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,108,#define TCF_CR_TCF_CORE_ID_REG_TCF_CORE_ID_REG_CORE_CFG_SHIFT		(0),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1614,/* Register TCF_CR_PVR_TCF_RGBPDP_CORE_ID */,53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1615,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID								(TCF_CR_PDP_OFFSET + 0x0078UL),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1616,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_DEFAULT						(0x07010009UL),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1618,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_GROUP_ID_MASK					(0xFF000000UL),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1619,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_GROUP_ID_SHIFT				(24),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1621,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_CORE_ID_MASK					(0x00FF0000UL),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1622,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_CORE_ID_SHIFT					(16),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1624,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_CONFIG_ID_MASK				(0x0000FFFFUL),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,1625,#define TCF_CR_PVR_TCF_RGBPDP_CORE_ID_CONFIG_ID_SHIFT				(0),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,64,#define TCF_CR_FPGA_ID_REG_FPGA_ID_REG_CORE_ID_MASK					(0xFFFF0000UL),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/apollo_tcfdefs.h,65,#define TCF_CR_FPGA_ID_REG_FPGA_ID_REG_CORE_ID_SHIFT				(16),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,209,                                      EUR_CR_CORE_REVISION);,53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,225,                           (IMG_UINT)((ui32SGXRevision & EUR_CR_CORE_REVISION_MAJOR_MASK),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,226,"                            >> EUR_CR_CORE_REVISION_MAJOR_SHIFT),",53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,227,                           (IMG_UINT)((ui32SGXRevision & EUR_CR_CORE_REVISION_MINOR_MASK),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,228,"                            >> EUR_CR_CORE_REVISION_MINOR_SHIFT),",53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,230,                           (IMG_UINT)((ui32SGXRevision & EUR_CR_CORE_REVISION_MAINTENANCE_MASK),53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sgx_pc_i686_tc3/sysutils.c,231,"                            >> EUR_CR_CORE_REVISION_MAINTENANCE_SHIFT),",53,sgx_pc_i686_tc3,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,234,	//							  EUR_CR_CORE_REVISION);,54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,comment,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,244,						  (IMG_UINT)((ui32SGXRevision & EUR_CR_CORE_REVISION_MAJOR_MASK),54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,245,"							>> EUR_CR_CORE_REVISION_MAJOR_SHIFT),",54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,246,						  (IMG_UINT)((ui32SGXRevision & EUR_CR_CORE_REVISION_MINOR_MASK),54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,247,"							>> EUR_CR_CORE_REVISION_MINOR_SHIFT),",54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,248,						  (IMG_UINT)((ui32SGXRevision & EUR_CR_CORE_REVISION_MAINTENANCE_MASK),54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,76da7d73976f0a5dc04fdc84a3af899d6c2b1fe2,eurasia_km/services4/system/sunxi/sysconfig.c,249,							>> EUR_CR_CORE_REVISION_MAINTENANCE_SHIFT),54,sunxi,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,include4/servicesext.h,91,"	PVRSRV_ERROR_CORE_REVISION_MISMATCH,",162,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/include/pvrsrv_errors.h,105,"		case PVRSRV_ERROR_CORE_REVISION_MISMATCH:		return ""PVRSRV_ERROR_CORE_REVISION_MISMATCH"";",162,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/include/sgx_ukernel_status_codes.h,540,#define MKTC_CPRI_ABORT_CORE_IDX				0xAD001245,6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/include/sgx_ukernel_status_codes.h,541,MKTC_ST(MKTC_CPRI_ABORT_CORE_IDX),6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,322bcda5f3076037e2e20ef9209f4f4d575a7d5f,services4/include/sgx_ukernel_status_codes.h,556,#define MKTC_CPRI_ABORT_CORE_IDX				0xAD001245,1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,322bcda5f3076037e2e20ef9209f4f4d575a7d5f,services4/include/sgx_ukernel_status_codes.h,557,MKTC_ST(MKTC_CPRI_ABORT_CORE_IDX),1,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/include/sgx_ukernel_status_codes.h,558,#define MKTC_CPRI_ABORT_CORE_IDX				0xAD001245,155,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/include/sgx_ukernel_status_codes.h,559,MKTC_ST(MKTC_CPRI_ABORT_CORE_IDX),155,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/srvkm/devices/sgx/sgxconfig.h,251,	#define SGX_CORE_IDENTIFIED,6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/devices/sgx/sgxconfig.h,325,	#define SGX_CORE_IDENTIFIED,156,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/srvkm/devices/sgx/sgxconfig.h,349,	#define SGX_CORE_IDENTIFIED,6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/srvkm/devices/sgx/sgxconfig.h,353,#if !defined(SGX_CORE_IDENTIFIED),6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/devices/sgx/sgxconfig.h,419,	#define SGX_CORE_IDENTIFIED,156,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/devices/sgx/sgxconfig.h,423,#if !defined(SGX_CORE_IDENTIFIED),156,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/srvkm/devices/sgx/sgxinit.c,1283,"		SGXDumpDebugReg(psDevInfo, 0, ""EUR_CR_CORE_ID:          "", EUR_CR_CORE_ID);",6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,86a4ffae3458c51f0a58e44b17b7a4fd92d2b8c6,services4/srvkm/devices/sgx/sgxinit.c,1284,"		SGXDumpDebugReg(psDevInfo, 0, ""EUR_CR_CORE_REVISION:    "", EUR_CR_CORE_REVISION);",6,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,ad511f2798f45eab3c44826fdd860811cce4b1f6,services4/srvkm/devices/sgx/sgxinit.c,1350,"		SGXDumpDebugReg(psDevInfo, 0, ""EUR_CR_CORE_ID:          "", EUR_CR_CORE_ID);",9,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,ad511f2798f45eab3c44826fdd860811cce4b1f6,services4/srvkm/devices/sgx/sgxinit.c,1351,"		SGXDumpDebugReg(psDevInfo, 0, ""EUR_CR_CORE_REVISION:    "", EUR_CR_CORE_REVISION);",9,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/devices/sgx/sgxinit.c,1353,"		SGXDumpDebugReg(psDevInfo, 0, ""EUR_CR_CORE_ID:          "", EUR_CR_CORE_ID);",147,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/devices/sgx/sgxinit.c,1354,"		SGXDumpDebugReg(psDevInfo, 0, ""EUR_CR_CORE_REVISION:    "", EUR_CR_CORE_REVISION);",147,generic SGX DDK,UNKNOWN; selected by build,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,UNKNOWN for this occurrence; canonical paths traced in audit,version/debug context; see canonical audit,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN for Poulsbo,UNKNOWN,C expression; not necessarily a read,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,83,/* Register EUR_CR_CORE_ID */,156,generic SGX DDK,520,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,84,#define EUR_CR_CORE_ID                      0x0010,156,generic SGX DDK,520,UNKNOWN physical revision,0x0010 (literal define),N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,85,#define EUR_CR_CORE_ID_CONFIG_MASK          0x0000FFFFU,156,generic SGX DDK,520,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,86,#define EUR_CR_CORE_ID_CONFIG_SHIFT         0,156,generic SGX DDK,520,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,87,#define EUR_CR_CORE_ID_ID_MASK              0xFFFF0000U,156,generic SGX DDK,520,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,88,#define EUR_CR_CORE_ID_ID_SHIFT             16,156,generic SGX DDK,520,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,89,/* Register EUR_CR_CORE_REVISION */,156,generic SGX DDK,520,UNKNOWN physical revision,UNKNOWN; resolve register definition for selected build,N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
omap5-sgx-ddk-linux,9ae0fa4998b1c624408945e062bf8fb0ea7efb9d,services4/srvkm/hwdefs/sgx520defs.h,90,#define EUR_CR_CORE_REVISION                0x0014,156,generic SGX DDK,520,UNKNOWN physical revision,0x0014 (literal define),N/A (no transaction),N/A (definition),N/A (definition),N/A (definition),N/A (definition),UNKNOWN,header,UNKNOWN hardware applicability/read-safety
